zipcode,geolocation_lat,geolocation_lng
1257,-23.54360983905432,-46.687838575110746
1258,-23.544037017325074,-46.686850912471364
1259,-23.541418553843283,-46.68530389676934
1262,-23.550856391462712,-46.67735184892536
1290,-23.54096134139296,-46.657748702752585
1301,-23.549328970281223,-46.65089009868754
1302,-23.549002921262293,-46.6495522786361
1303,-23.54950569815466,-46.64843251428849
1304,-23.554056434811184,-46.655202368713134
1305,-23.552622735865256,-46.652538288772064
1306,-23.553785206718914,-46.649605096945386
1307,-23.55277801011571,-46.65320770049062
1308,-23.555981373614504,-46.65331111428114
1309,-23.555493080015935,-46.658452189500665
1310,-23.561652948469515,-46.65602130430728
1311,-23.564504609380947,-46.652792655953206
1312,-23.554793872613402,-46.64961491794625
1313,-23.556111699158382,-46.65057380587249
1314,-23.552640734461253,-46.64520437763303
1315,-23.55408999997805,-46.640389095697635
1316,-23.55295484539391,-46.6394328193213
1317,-23.556238213645067,-46.640059865228494
1318,-23.559447989888127,-46.642412737332194
1319,-23.55188165773143,-46.640727972716256
1320,-23.557955062291963,-46.639347399325395
1321,-23.56212863488459,-46.64191854981315
1322,-23.56317165882958,-46.64345614157524
1323,-23.56573478465023,-46.64147810312641
1324,-23.55521473546572,-46.643150740203204
1325,-23.557390163497686,-46.644458336676024
1326,-23.55653901468896,-46.645439561798014
1327,-23.565113424714426,-46.644944579328765
1328,-23.555992686485013,-46.64679480230547
1329,-23.56197752132482,-46.64728109566715
1330,-23.559037886116048,-46.64945883730208
1331,-23.56266441471218,-46.64999665805783
1332,-23.559568587578646,-46.65245164487606
1333,-23.56643505240895,-46.64756359661896
1401,-23.575807250351687,-46.6586546272466
1402,-23.574837390049076,-46.65739203989358
1403,-23.56875503877107,-46.65340944414581
1404,-23.568544733628446,-46.65578027665806
1405,-23.564762579634394,-46.65513838518373
1406,-23.574814338967826,-46.67029927274052
1407,-23.576111884428947,-46.67139205737759
1408,-23.56711189502811,-46.66081341581779
1409,-23.56146082458661,-46.6582620039177
1410,-23.562831445869627,-46.66092524802457
1411,-23.56424786754298,-46.66405956794994
1412,-23.563651580737666,-46.66602412107524
1413,-23.561814504124452,-46.664033954271915
1414,-23.559623493719684,-46.663496455320605
1415,-23.55609171648326,-46.660462198375534
1416,-23.560692913961415,-46.6676885326705
1417,-23.55277885309958,-46.63393189503633
1418,-23.56411614903987,-46.65527239864379
1419,-23.563541620009783,-46.655949613048826
1420,-23.563435490498804,-46.657916039196984
1421,-23.563299264968794,-46.66015369245716
1422,-23.563961910707366,-46.661132368415885
1423,-23.5691451171934,-46.65734766505131
1424,-23.568041456805936,-46.66139884320943
1425,-23.57289853249542,-46.65924739236762
1426,-23.56586039709828,-46.666031696326776
1427,-23.571044764791594,-46.664068614217655
1428,-23.573938872860044,-46.66232632374679
1429,-23.576384455529094,-46.662900007074334
1430,-23.65614006235602,-46.66250204609212
1431,-23.620388779836066,-46.66476818452366
1432,-23.576485879805993,-46.6657860583567
1433,-23.57840745461661,-46.66837295595987
1434,-23.574646544842807,-46.672377399015254
1435,-23.579321845605374,-46.67017866896868
1436,-23.57245538592821,-46.66798871616942
1437,-23.5721412540443,-46.67150329618942
1438,-23.569803708774252,-46.67226487905968
1439,-23.566289488092035,-46.673571417782284
1440,-23.568289458157125,-46.67817024606098
1441,-23.570603894261335,-46.68373209675989
1442,-23.566530732061704,-46.67861605515884
1443,-23.568268938910105,-46.68450786333133
1444,-23.573235541829785,-46.68752695447545
1445,-23.57103798335723,-46.6880680072701
1446,-23.575583788550983,-46.675498893884544
1447,-23.572786809489713,-46.67888556258398
1448,-23.578237896388124,-46.6798226933562
1449,-23.57611691772789,-46.67995669824681
1450,-23.576453178872974,-46.68518508958671
1451,-23.577435950107763,-46.68698984950365
1452,-23.574996445978105,-46.68887938403559
1453,-23.584059003974733,-46.686376108944685
1454,-23.582376976278088,-46.68670275509791
1455,-23.5805541360028,-46.69112136854047
1456,-23.576839765441044,-46.690987249007264
1457,-23.575237809829588,-46.69270350960497
1472,-23.57054369248079,-46.69129667943905
1489,-23.57664998889148,-46.68740004775216
1501,-23.552469356196873,-46.63548543836741
1502,-23.55460594212854,-46.635492561139046
1503,-23.557709002952702,-46.63676937101554
1504,-23.566860580458098,-46.63950529622234
1505,-23.55526761118644,-46.63182476204627
1506,-23.559558667862476,-46.635032185031825
1507,-23.558146418434657,-46.63176589052542
1508,-23.56142363121043,-46.63583005941286
1509,-23.567010080253134,-46.6357981412501
1510,-23.55760216498659,-46.63361528281082
1511,-23.561456812728604,-46.63294793571508
1512,-23.55371720607981,-46.629499097304134
1513,-23.548914356972645,-46.60384461609752
1514,-23.55437781878454,-46.628337768628526
1516,-23.559073244239702,-46.615479964241814
1517,-23.559613278440462,-46.624003480698924
1518,-23.559209262391253,-46.62318692012759
1519,-23.56092636240119,-46.62475706787166
1520,-23.559378269055898,-46.62016401941447
1521,-23.561174444941713,-46.62150903166886
1522,-23.559920265800766,-46.61598186753573
1523,-23.564203478452267,-46.61689706470856
1524,-23.567783274833246,-46.61340053805785
1525,-23.564028977467743,-46.634953911249525
1526,-23.565952267759908,-46.630943918566196
1527,-23.56243917352596,-46.62919220917374
1528,-23.564770045306158,-46.627165924834166
1529,-23.56843915687453,-46.634555491641365
1530,-23.56894449806347,-46.63008918820539
1531,-23.570760627713355,-46.632425247383914
1532,-23.570534217612966,-46.6361118769605
1533,-23.57116812309982,-46.638364543350306
1534,-23.56754359015962,-46.626085143450275
1535,-23.572433214905786,-46.625241361882196
1536,-23.56903213145491,-46.623436273556386
1537,-23.57442284838845,-46.623137264431584
1538,-23.576312823278336,-46.623629347944245
1539,-23.5711528559151,-46.62043601303771
1540,-23.565851346289616,-46.62258150860084
1541,-23.56925274057871,-46.61861697305809
1542,-23.57106582708015,-46.62406014113324
1543,-23.573720975073687,-46.62387176826929
1544,-23.577255432718097,-46.62163174221563
1545,-23.58097414309849,-46.61831033162644
1546,-23.579039318151207,-46.62195565179699
1547,-23.5829939617234,-46.62112676164033
1548,-23.576927145286824,-46.613420785200006
1549,-23.576317533999337,-46.615586656693765
1550,-23.57305660659289,-46.616150545611475
1551,-23.572737912267932,-46.61268007361107
1552,-23.56949069519509,-46.611321773237286
1553,-23.57448792318107,-46.60919807994077
2009,-23.515799103830265,-46.64113909097136
2010,-23.51056158921295,-46.62635497331379
2011,-23.5043850341285,-46.626621045901096
2012,-23.513066026188508,-46.63196817761764
2013,-23.5022061742251,-46.63311453979948
2016,-23.50398483876719,-46.6256721599388
2017,-23.500742944360795,-46.63469457728485
2018,-23.49570370617884,-46.62970690460869
2019,-23.49826308491997,-46.629651561730405
2020,-23.496468603688918,-46.63329280565478
2021,-23.498309141177288,-46.6358858984643
2022,-23.50407390342452,-46.63767093473863
2028,-23.508702544567765,-46.61833692171872
2029,-23.509362078522784,-46.61934355300127
2030,-23.505871338521406,-46.62468256911272
2031,-23.510062708819763,-46.6257781627838
2032,-23.511068260729207,-46.62384982222437
2033,-23.499900453395483,-46.61504999074923
2034,-23.504072876495652,-46.62414421625581
2035,-23.496211310932598,-46.62282500873062
2036,-23.501744307143422,-46.6208028623093
2037,-23.49971822107626,-46.620555045277534
2038,-23.495237528059075,-46.62416228233207
2039,-23.493025095973085,-46.621603479583534
2040,-23.48965996001442,-46.62257166509295
2041,-23.490626476607115,-46.62307980262542
2042,-23.494233904442233,-46.616377152437465
2043,-23.489943419781984,-46.61612445688869
2044,-23.495724717630402,-46.618787965852384
2045,-23.49614649201779,-46.616402919178896
2046,-23.492280455300875,-46.61176940207568
2047,-23.51721555382505,-46.61867396387229
2049,-23.514166590335094,-46.61736559414439
2050,-23.51734415478188,-46.61213522693959
2051,-23.509988340079175,-46.60776441539105
2052,-23.512974466155033,-46.607783784796915
2053,-23.513227598850428,-46.602792691111006
2054,-23.51719550809534,-46.60669921220444
2055,-23.514029731318836,-46.60712616164343
2056,-23.512302133311653,-46.60278807725412
2060,-23.51900515519527,-46.602860931821475
2064,-23.517676960434017,-46.597964629407336
2065,-23.507711240884003,-46.605369299131056
2066,-23.508643305017994,-46.605295668815735
2067,-23.506720281053298,-46.6036534199635
2068,-23.5051325062282,-46.61237532076288
2069,-23.505534343983758,-46.613927707539226
2071,-23.504278758029912,-46.606427672351096
2072,-23.500164927840164,-46.60405533511347
2073,-23.501832028037192,-46.60713393030522
2074,-23.50521986198309,-46.60044750495475
2075,-23.505454220429975,-46.60232703217921
2076,-23.504660529782434,-46.59909846180968
2077,-23.502316162953978,-46.59729440070282
2078,-23.50224822474882,-46.59560967129785
2079,-23.499287714127018,-46.60578507967237
2080,-23.497670419903162,-46.605361571706716
2081,-23.495841332603625,-46.60469932466566
2082,-23.49459706456804,-46.60716679313656
2083,-23.49532145559458,-46.59793556042434
2084,-23.497275216798545,-46.59974305553181
2085,-23.497952682648496,-46.6129677377595
2088,-23.50424025971884,-46.620742066583865
2089,-23.51709448459233,-46.616673100755904
2110,-23.519097465042975,-46.59553885431606
2111,-23.51764300121214,-46.5927568776476
2112,-23.517448624283094,-46.59045121964739
2113,-23.517720495682244,-46.589226620340014
2114,-23.522317926702854,-46.590614833179444
2115,-23.526589649122574,-46.59169265929573
2116,-23.520110678826004,-46.585240043057325
2117,-23.51865496410495,-46.59365984819463
2118,-23.515006511347323,-46.592774634882375
2119,-23.51220780313036,-46.59263904944159
2120,-23.51082440244575,-46.593885760245776
2121,-23.512229069220233,-46.58968331880412
2122,-23.511966093580153,-46.58386437718144
2123,-23.511838083991446,-46.579442496039015
2124,-23.50697691302585,-46.57712086357543
2125,-23.50983995240275,-46.58680335489369
2126,-23.506898021382856,-46.59175114788354
2127,-23.50559796845306,-46.587265741108666
2128,-23.50501951707933,-46.593942564083434
2129,-23.50371906481274,-46.588291028965315
2130,-23.50846749738403,-46.58356366642944
2131,-23.504328811869534,-46.58250945058416
2132,-23.501320929534863,-46.57765662787875
2133,-23.499081224420927,-46.584724768458415
2134,-23.498613267408857,-46.57978572229729
2135,-23.49793218940606,-46.584612291700225
2136,-23.498754324236273,-46.58237728186106
2137,-23.49795326926181,-46.57611869717361
2138,-23.493463862708566,-46.57451697635212
2139,-23.49046826593474,-46.57353020032567
2141,-23.488986884986794,-46.57065328067549
2142,-23.510198710701715,-46.576717815473344
2143,-23.507217446152126,-46.574967125819924
2144,-23.50369564795767,-46.570756169824115
2145,-23.50235732946796,-46.56625930442225
2146,-23.50095702331352,-46.57088226395057
2147,-23.498361926574916,-46.565166700263546
2150,-23.49403466917498,-46.568633209704345
2151,-23.496962716414327,-46.56955259688864
2152,-23.49736136522832,-46.572231727088045
2161,-23.490165194182673,-46.569283719186814
2162,-23.49065321384101,-46.56283078535538
2166,-23.525209057038595,-46.58402154568834
2167,-23.522695763662153,-46.581619908769134
2168,-23.520605527352913,-46.579503398158735
2169,-23.549584845417158,-46.62029999286664
2170,-23.525644299521662,-46.57701341026048
2174,-23.522923542862056,-46.57242472056035
2175,-23.515886694400297,-46.574891587302986
2176,-23.513598902883622,-46.5730652850043
2177,-23.50873433614695,-46.5585298971563
2178,-23.521664986950224,-46.570523876507146
2179,-23.520410060508965,-46.568235339069005
2180,-23.519210706362006,-46.56595570648479
2181,-23.51868747737037,-46.56102075954839
2185,-23.51469915477194,-46.56748610841784
2186,-23.51405620319808,-46.5690600622993
2187,-23.515871385977842,-46.56490977736317
2188,-23.509466194005064,-46.566981988420444
2189,-23.507787143908224,-46.567467709487815
2190,-23.5071480542849,-46.563973154457386
2201,-23.486228925529456,-46.592006127066036
2202,-23.49304868290792,-46.59481549706722
2203,-23.491870834979036,-46.59134807783873
2204,-23.48741125450329,-46.59216239463687
2205,-23.48798815884837,-46.59119431348124
2206,-23.48462056971313,-46.59404547791869
2207,-23.485985491921372,-46.588188764979016
2208,-23.483015536791733,-46.58951864576982
2209,-23.485125790212173,-46.58537751870623
2210,-23.48255993586803,-46.582102339606315
2211,-23.4973990036863,-46.59360543538115
2212,-23.495647470348985,-46.58925913931688
2213,-23.496166309003108,-46.58812570952549
2214,-23.49285143776326,-46.58679821915495
2215,-23.49075874535679,-46.58336932471797
2216,-23.49305791256633,-46.57978444125483
2217,-23.490353655303622,-46.58017565573049
2218,-23.486787085002945,-46.58480845970803
2219,-23.490776738309957,-46.5859266188746
2220,-23.489760624425745,-46.5776765153455
2221,-23.481505719547886,-46.5814202328246
2222,-23.48255551983193,-46.57558643715371
2223,-23.48163665026994,-46.58016703941922
2224,-23.484505055041186,-46.57377385004951
2225,-23.48272229501907,-46.575106892239695
2226,-23.480130351279403,-46.573621873819185
2227,-23.478725053779495,-46.57237400394174
2228,-23.475495630292396,-46.5715415501341
2229,-23.476573316835694,-46.56882032587766
2230,-23.483775068199005,-46.56365865538831
2231,-23.47687573682863,-46.56526256366798
2232,-23.475701389862248,-46.56397251801403
2233,-23.477656119687406,-46.56457732269159
2234,-23.47853873640821,-46.56954461942566
2235,-23.479332643151153,-46.575940355471346
2236,-23.472602604059695,-46.568159955945426
2237,-23.513120629647762,-46.58647209667304
2238,-23.471205040999266,-46.57158333882553
2239,-23.485303280703725,-46.609059830413436
2240,-23.477885628196898,-46.602211847348045
2241,-23.49066870653631,-46.60743925992832
2242,-23.487614708512766,-46.60399102375177
2243,-23.491618476616694,-46.60386922937252
2244,-23.488514873849837,-46.60486616491588
2245,-23.48477659087994,-46.60659423636554
2246,-23.488711898944423,-46.601687298155454
2247,-23.486067152325234,-46.60124172356028
2248,-23.48317934819255,-46.59943326870149
2249,-23.48887564674339,-46.597088983102225
2250,-23.486516506481184,-46.59621632352811
2251,-23.477521390725276,-46.59033969656587
2252,-23.47874415112702,-46.58831651709553
2253,-23.479354242089904,-46.59550028538906
2254,-23.481247005440782,-46.59340498656687
2255,-23.476900639653298,-46.591937735170696
2256,-23.475325486280003,-46.58721405336572
2257,-23.472896055236582,-46.583176593543165
2258,-23.475983214969727,-46.58190463603528
2259,-23.471752671094716,-46.580964673989804
2260,-23.469197012597697,-46.57960857271054
2261,-23.467505149821427,-46.577296212716455
2262,-23.46551592940762,-46.574828828447714
2263,-23.46347817391784,-46.57580822260589
2264,-23.46233583222787,-46.57655861353626
2265,-23.474254219342594,-46.5920253605626
2266,-23.477148867774364,-46.59818684545332
2267,-23.478736970872518,-46.60073592895293
2268,-23.469811281575684,-46.59488942723797
2269,-23.47208025174721,-46.595977288016584
2270,-23.472487631945604,-46.593039910178874
2271,-23.46969889118785,-46.58996021925599
2272,-23.469253640421556,-46.58668000150149
2273,-23.463513771636936,-46.586237323090096
2274,-23.46705177563329,-46.58792075620118
2275,-23.465700020271463,-46.59026923297839
2276,-23.46119305435284,-46.58409760247099
2277,-23.46367386503303,-46.5817825928042
2278,-23.462796772074114,-46.579624510066914
2279,-23.466873495666775,-46.58000203721854
2280,-23.455896277911645,-46.575161628150674
2281,-23.45198742890589,-46.57510493774136
2282,-23.44306660990033,-46.56777480774579
2284,-23.46970319641185,-46.56868272083551
2286,-23.40858677491484,-46.57960324340701
2288,-23.433725580177743,-46.57085753408755
2289,-23.41849789635874,-46.582687664273806
2290,-23.600461999607678,-46.65531792495907
2301,-23.488663858002383,-46.61501892936472
2302,-23.48603650517337,-46.61401078807773
2303,-23.48200957368023,-46.61050117980293
2304,-23.480823705875945,-46.60545933153238
2305,-23.480094457602288,-46.60676524219523
2306,-23.46336881154139,-46.603478416618415
2307,-23.480890537528317,-46.607276642692305
2308,-23.476417941223545,-46.604210368193165
2309,-23.47567347689037,-46.60473542606709
2310,-23.472814658449074,-46.600729145013894
2311,-23.4691228896165,-46.60167950362949
2312,-23.464805059922664,-46.59871241697143
2313,-23.463955418022827,-46.599899697845366
2314,-23.462064417366527,-46.599347717327156
2315,-23.45999643122022,-46.59974970395199
2316,-23.46226583678213,-46.59383968992664
2317,-23.45811932550877,-46.593167466510984
2318,-23.45085923626503,-46.59011057457601
2319,-23.44972136038604,-46.59336446361453
2320,-23.45135041804102,-46.59842363518738
2321,-23.44720245920557,-46.58897798076898
2322,-23.44570552343754,-46.59369913299051
2323,-23.45632474871195,-46.60109652657752
2324,-23.47795550890625,-46.59847671510719
2325,-23.45353681848212,-46.58604068922076
2326,-23.47221830106892,-46.6024734008622
2327,-23.4472095087831,-46.56667831327356
2328,-23.51891636478149,-46.597306882292315
2329,-23.48360275125004,-46.6066769879875
2330,-23.48555369372784,-46.61749060119429
2331,-23.4839241728734,-46.61622563477963
2332,-23.48271441228537,-46.62155343982422
2333,-23.48067042467005,-46.62137685302423
2334,-23.48399524579755,-46.61958399301968
2335,-23.483362773855806,-46.617055295327404
2336,-23.481297618595413,-46.616939978784735
2337,-23.47870480306975,-46.614513396023284
2338,-23.47549861453998,-46.61812677962586
2339,-23.477588961157334,-46.615247302560746
2340,-23.459604818253922,-46.61571276329235
2341,-23.465235627066534,-46.615475558502155
2342,-23.47383686606938,-46.61059399785839
2343,-23.468573669859765,-46.605456120792205
2344,-23.46931158161913,-46.610305088387726
2345,-23.46884421165266,-46.61523997261246
2346,-23.471228484637717,-46.60823078789643
2347,-23.464036814263682,-46.607255081725235
2348,-23.46053550596322,-46.611074256410596
2349,-23.459790579302037,-46.60444123792383
2350,-23.460724077996765,-46.6016047944519
2351,-23.45494410609724,-46.59970792586279
2352,-23.454383193070022,-46.59624051557273
2353,-23.452628659785415,-46.60534520521928
2354,-23.455025746216513,-46.60431346669781
2355,-23.45470653310775,-46.61140407247261
2356,-23.450973625996323,-46.61218071978756
2357,-23.44743061592135,-46.61396278005333
2358,-23.45444747938124,-46.60875824890609
2359,-23.44588174360123,-46.61923035751618
2360,-23.436841799653443,-46.57774432064989
2361,-23.43666388027887,-46.581489780273046
2362,-23.47923482606581,-46.57963323557619
2363,-23.432328025304585,-46.576089588461336
2364,-23.433946553560627,-46.58107272782646
2365,-23.445699933359347,-46.58188635586065
2366,-23.467732746409897,-46.6105450979245
2367,-23.462270277161405,-46.59380392478858
2368,-23.40383591429107,-46.578095015905866
2370,-23.462827497476777,-46.621804750826065
2371,-23.45901472098675,-46.618676577171286
2372,-23.46009453860665,-46.62462503200484
2373,-23.45486213553573,-46.61725337322244
2374,-23.454766956700237,-46.62144325386925
2375,-23.45367712624098,-46.62503391014358
2376,-23.457618907473137,-46.62810512762748
2377,-23.45681436635574,-46.631813155616335
2378,-23.457394076448413,-46.62966644468638
2401,-23.491724436850326,-46.626771324989775
2402,-23.490333607900936,-46.62712160939033
2403,-23.493992216184438,-46.62835871344506
2404,-23.491261472058344,-46.62898231747276
2405,-23.489489892090063,-46.632858014850086
2406,-23.488006971283674,-46.63010416827912
2407,-23.484875111923653,-46.62457520306331
2408,-23.48252299767236,-46.627289763075396
2409,-23.47824424090556,-46.62488291727544
2410,-23.475816671784948,-46.62302829333571
2411,-23.475647989606813,-46.6243233037533
2413,-23.48294043270338,-46.63702493446731
2415,-23.471948352737527,-46.631370260204655
2416,-23.477719255325276,-46.628170058826655
2417,-23.47762645429373,-46.63014548000352
2418,-23.470550272349133,-46.629061771599964
2419,-23.477060130884052,-46.64012871725215
2420,-23.47418698892084,-46.636393838272056
2421,-23.473691873398092,-46.632663392877234
2422,-23.471748790241357,-46.636773176700274
2423,-23.468374956100263,-46.633410041508924
2430,-23.48210332606749,-46.64537516133473
2431,-23.487004761580646,-46.636169631159255
2432,-23.476851435914867,-46.62526514356077
2433,-23.481791749466833,-46.63626819210909
2434,-23.483329898424728,-46.6393539475916
2435,-23.480303315462383,-46.64176777956362
2436,-23.479409893054694,-46.63601237738169
2440,-23.477693752812367,-46.648223347401384
2441,-23.473069775926078,-46.6414503667967
2442,-23.473122483197194,-46.643816695070555
2443,-23.472994531200314,-46.64742941190346
2450,-23.498261682717562,-46.637784988665544
2451,-23.499162903885033,-46.64211200009376
2452,-23.500312073464766,-46.64407821290554
2460,-23.49071001859112,-46.63754898866599
2461,-23.49200316465636,-46.63900286171412
2462,-23.491800382941328,-46.641606877272196
2463,-23.488488792858018,-46.64548956958338
2464,-23.489335229999785,-46.650390829618985
2465,-23.483982800795726,-46.655550976356935
2466,-23.495379838561334,-46.642426656442225
2467,-23.4912938769211,-46.64626429449921
2468,-23.48828973823172,-46.649001999112734
2469,-23.48535531743175,-46.64478821092038
2470,-23.48496867423557,-46.64915068951776
2471,-23.481740846651373,-46.65212245563381
2472,-23.476857088052625,-46.65555959512381
2473,-23.477753613662376,-46.65181629787507
2474,-23.477266697560914,-46.656507691351536
2475,-23.479988957379497,-46.64486948882979
2478,-23.4775490628778,-46.66003241993778
2479,-23.475114155528523,-46.65648099834141
2501,-23.514912288431223,-46.66118358067858
2508,-23.509848068295792,-46.66369014308379
2510,-23.513042100765297,-46.65199446742354
2511,-23.509764435808222,-46.65095917650171
2512,-23.513719395863195,-46.659342449309165
2513,-23.561330955940804,-46.68516395817436
2514,-23.510630743633,-46.655237650268454
2515,-23.510207653445484,-46.657889882698235
2516,-23.508975669103542,-46.659385070880624
2517,-23.50734650596733,-46.664235951188004
2518,-23.50994839490356,-46.66534774802663
2519,-23.50198109293588,-46.65543872434718
2520,-23.503157594303953,-46.65570908261468
2521,-23.50397313981227,-46.66510041964075
2522,-23.50442216582312,-46.65918306701666
2523,-23.505830147086826,-46.65562823179936
2524,-23.502716283166944,-46.65036243059806
2525,-23.50217383069566,-46.65740849857897
2526,-23.503019826535926,-46.646796285945676
2530,-23.500767708908725,-46.660454040077944
2531,-23.50093691036352,-46.65274170167209
2532,-23.499764018180496,-46.65547084356665
2533,-23.4975816061938,-46.65496977812675
2534,-23.49627641099811,-46.653712152836846
2535,-23.4973976708331,-46.649462968140334
